@relation		textmining-train

@attribute		description		string
@attribute		isBug			{0, 1}


@data
"Elapsed time event not displayed correctly in new scenario editor Elapsed time event not displayed in Scenario editor even though includes in the scenario model file",1
"Scribble global model to BPMN2 choreography model conversion Convert a scribble global model to BPMN2 choreography model",0
"Scribble local model to BPMN2 process conversion Convert local scribble model to BPMN2 process model",0
"BPMN2 Protocol Model to scribble local model conversion Convert BPMN2 process model to local scribble model",0
"BPMN2 Choreography to Scribble global protocol conversion Convert BPMN2 choreography model to global scribble protocol",0
"Generated WSDL causes errors when generating top down web service using JBossWS runtime Exception thrown when using WSDL generated from a choreography to create a top down Java beans web service with the jbossws runtime",1
"JMS network adapter Distribution of service activity events via JMS",0
"JBossESB Service Activity Interceptor Adapt the existing JBossESB global filter mechanism to report events via the new monitoring architecture",0
"JAXWS Service Activity Interceptor JBossWSnative Provide service activity interceptor to enable validation of web services and therefore BPEL processes via JAXWS handlers",0
"Update transformation from WSCDL to Scribble to account for subset Update the WSCDL to Scribble transformation to account for the subset of CDL constructs that are supported in terms of describing testable behaviour",0
"Create OSGi bundle for Perf4j It would be nice if perf4j could be packaged as a bundleI am ataching a patch that uses the mavenbundleplugin make perf4j OSGi ready",0
"ESB generation of ESBBrokercdm Broker participant is incorrect The behaviour generated in the stateless ESB actions is missing the interactions with the suppliers and credit agency",1
"Generate docbook to HTML Generate template to HTML",0
"Generate docbook to PDF Generate docbook template to PDF",0
"WSBPEL Conformance Checking Basic Support Conformance check a WSBPEL 20 definition against a participant in a choreography description",0
"Add jdbc appender for StopWatches and GroupedTimingStatistics Should provide a way to allow StopWatches and GroupedTimingStatistics to be logged directly to a DB ",0
"Create utility classes for standard log4j configuration The log4j file can get pretty complex with the Perf4J config entries It would be nice to have a utility class with some helper static methods to simplify standard log4j configurations",0
"Add TimedRunnable and TimedCallable utility classes Add utility classes TimedRunnable and TimedCallable to wrap the run methods of existing RunnablesCallables with timing statements",0
"looking at the project mule Study if mule have to be integrated to Oxyd",0
"Add javautillogging handlers Implement custom handlers for javautillogging",0
"Add maven dependencies example to downloads page Give an example in the downloads page of which dependencies to include in a maven pomxml file",0
"BytecodeReadingParanamer cannot read parameter names if parameter is of type twodimensional array The BytecodeReadingParanamer cannot read parameter names if parameter is of type twodimensional array The lookupParameterNamesMethod returns an empty array",1
"BytecodeReadingParanamer throws NPE for bootstrap classes NPE is thrown when looking up parameter names for classes loaded by the bootstrap class loader",1
"Make ASM dependency transitive The ASM dependency should be transitive for better trasparency",0
